ticket_id,created_at,description,true_category,true_priority,true_sentiment,customer_name,ticket_length,description_clean,text_length,word_count,day_of_week,hour
170,2026-06-21 16:09:05.867152,"Dashboard widgets not loading. Tried refreshing, still broken. Been waiting 3 days.",Bug,Medium,Negative,Customer_1126,12,dashboard widgets not loading tried refreshing still broken been waiting 3 days,79,12,Sunday,16
171,2026-06-24 03:09:05.867152,Can you help me configure LDAP authentication?,Technical Support,Medium,Positive,Customer_6802,7,can you help me configure ldap authentication?,46,7,Wednesday,3
172,2026-06-02 17:09:05.867152,Mobile app freezes when uploading files larger than 50MB.,Bug,Medium,Neutral,Customer_6129,9,mobile app freezes when uploading files larger than 50mb,56,9,Tuesday,17
173,2026-06-19 19:09:05.867152,How do I delete my account?,Account,Medium,Neutral,Customer_6321,6,how do i delete my account?,27,6,Friday,19
174,2026-06-04 16:09:05.867152,Please add bulk edit functionality for records.,Feature Request,High,Negative,Customer_4986,7,please add bulk edit functionality for records,46,7,Thursday,16
175,2026-06-24 09:09:05.867152,Can you help me configure LDAP authentication? Been waiting 3 days.,Technical Support,Medium,Neutral,Customer_3754,11,can you help me configure ldap authentication? been waiting 3 days,66,11,Wednesday,9
176,2026-06-07 08:09:05.867152,Search function returns no results even though records exist.,Bug,High,Neutral,Customer_6752,9,search function returns no results even though records exist,60,9,Sunday,8
177,2026-06-27 11:09:05.867152,Your platform has transformed our workflow.,Other,Critical,Negative,Customer_4232,6,your platform has transformed our workflow,42,6,Saturday,11
178,2026-06-06 23:09:05.867152,Can we add dark mode to the platform?,Feature Request,Medium,Neutral,Customer_9095,8,can we add dark mode to the platform?,37,8,Saturday,23
179,2026-06-03 01:09:05.867152,Can you help me configure LDAP authentication?,Technical Support,High,Negative,Customer_6295,7,can you help me configure ldap authentication?,46,7,Wednesday,1
180,2026-06-22 11:09:05.867152,Is there a community forum?,Other,Low,Neutral,Customer_1920,5,is there a community forum?,27,5,Monday,11
181,2026-06-20 10:09:05.867152,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_2257,6,do you offer annual subscription discounts?,43,6,Saturday,10
182,2026-06-19 05:09:05.867152,Can you recommend best practices for scaling?,Other,High,Negative,Customer_1672,7,can you recommend best practices for scaling?,45,7,Friday,5
183,2026-06-16 03:09:05.867152,What's the maximum file size I can upload?,Technical Support,Critical,Negative,Customer_3471,8,whats the maximum file size i can upload?,41,8,Tuesday,3
184,2026-06-14 23:09:05.867152,Export to CSV feature crashes when I select more than 1000 rows. This is urgent!,Bug,High,Negative,Customer_3827,15,export to csv feature crashes when i select more than 1000 rows this is urgent!,79,15,Sunday,23
185,2026-06-12 14:09:05.867152,Mobile app freezes when uploading files larger than 50MB.,Bug,Medium,Neutral,Customer_6962,9,mobile app freezes when uploading files larger than 50mb,56,9,Friday,14
186,2026-06-29 23:09:05.867152,Can I upgrade to the enterprise plan?,Billing,Critical,Negative,Customer_6482,7,can i upgrade to the enterprise plan?,37,7,Monday,23
187,2026-06-07 22:09:05.867152,Mobile app freezes when uploading files larger than 50MB.,Bug,Medium,Neutral,Customer_3463,9,mobile app freezes when uploading files larger than 50mb,56,9,Sunday,22
188,2026-06-10 21:09:05.867152,Can I upgrade to the enterprise plan?,Billing,Low,Neutral,Customer_7421,7,can i upgrade to the enterprise plan?,37,7,Wednesday,21
189,2026-06-11 09:09:05.867152,Please add bulk edit functionality for records.,Feature Request,Medium,Negative,Customer_3093,7,please add bulk edit functionality for records,46,7,Thursday,9
190,2026-06-10 06:09:05.867152,Can you recommend best practices for scaling?,Other,Medium,Negative,Customer_9331,7,can you recommend best practices for scaling?,45,7,Wednesday,6
191,2026-06-07 04:09:05.867152,I need an invoice for my payment on July 1st.,Billing,Low,Neutral,Customer_4145,10,i need an invoice for my payment on july 1st,44,10,Sunday,4
192,2026-06-15 02:09:05.867152,Please add bulk edit functionality for records. This is urgent!,Feature Request,Critical,Neutral,Customer_9626,10,please add bulk edit functionality for records this is urgent!,62,10,Monday,2
193,2026-06-19 15:09:05.867152,Search function returns no results even though records exist.,Bug,High,Negative,Customer_3658,9,search function returns no results even though records exist,60,9,Friday,15
194,2026-06-18 08:09:05.867152,Would love to see integration with Slack for notifications. This is urgent!,Feature Request,High,Negative,Customer_4891,12,would love to see integration with slack for notifications this is urgent!,74,12,Thursday,8
195,2026-06-24 10:09:05.867152,Can you help me configure LDAP authentication?,Technical Support,Medium,Neutral,Customer_8684,7,can you help me configure ldap authentication?,46,7,Wednesday,10
196,2026-06-22 07:09:05.867152,We need API access for custom integrations.,Feature Request,Low,Negative,Customer_9239,7,we need api access for custom integrations,42,7,Monday,7
197,2026-06-04 11:09:05.867152,"I forgot my password, please reset it. Thanks in advance.",Account,Medium,Positive,Customer_1854,10,i forgot my password please reset it thanks in advance,54,10,Thursday,11
198,2026-06-04 16:09:05.867152,Just wanted to say thanks for great support! Losing money on this.,Other,Medium,Neutral,Customer_5670,12,just wanted to say thanks for great support! losing money on this,65,12,Thursday,16
199,2026-06-18 17:09:05.867152,Search function returns no results even though records exist.,Bug,High,Neutral,Customer_4637,9,search function returns no results even though records exist,60,9,Thursday,17
200,2026-06-15 08:09:05.867152,Can you help me configure LDAP authentication?,Technical Support,High,Negative,Customer_4862,7,can you help me configure ldap authentication?,46,7,Monday,8
201,2026-06-27 21:09:05.867152,How do I connect my database to the platform?,Technical Support,Critical,Negative,Customer_6493,9,how do i connect my database to the platform?,45,9,Saturday,21
202,2026-06-26 21:09:05.867152,We need API access for custom integrations.,Feature Request,Low,Positive,Customer_8685,7,we need api access for custom integrations,42,7,Friday,21
203,2026-06-05 15:09:05.867152,How do I connect my database to the platform?,Technical Support,Medium,Negative,Customer_9991,9,how do i connect my database to the platform?,45,9,Friday,15
204,2026-06-28 18:09:05.867152,Question about your roadmap priorities.,Other,Medium,Neutral,Customer_4906,5,question about your roadmap priorities,38,5,Sunday,18
205,2026-06-03 04:09:05.867152,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_9782,9,how do i connect my database to the platform?,45,9,Wednesday,4
206,2026-07-01 00:09:05.867152,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_6780,8,dashboard widgets not loading tried refreshing still broken,59,8,Wednesday,0
207,2026-06-20 17:09:05.867152,Can we add dark mode to the platform?,Feature Request,Medium,Positive,Customer_9618,8,can we add dark mode to the platform?,37,8,Saturday,17
208,2026-06-04 04:09:05.867152,I need to add team members to my workspace.,Account,Medium,Negative,Customer_1713,9,i need to add team members to my workspace,42,9,Thursday,4
209,2026-06-29 08:09:05.867152,Just wanted to say thanks for great support!,Other,Low,Neutral,Customer_4950,8,just wanted to say thanks for great support!,44,8,Monday,8
210,2026-06-27 18:09:05.867152,Can you recommend best practices for scaling? Been waiting 3 days.,Other,Medium,Positive,Customer_6772,11,can you recommend best practices for scaling? been waiting 3 days,65,11,Saturday,18
211,2026-06-11 14:09:05.867152,How do I delete my account? Please help ASAP.,Account,Low,Neutral,Customer_3209,9,how do i delete my account? please help asap,44,9,Thursday,14
212,2026-06-30 13:09:05.867152,Cannot login to my account. Getting 500 error on login page.,Bug,High,Negative,Customer_1686,11,cannot login to my account getting 500 error on login page,58,11,Tuesday,13
213,2026-06-29 23:09:05.867152,I was charged but didn't confirm the transaction.,Billing,Critical,Negative,Customer_4131,8,i was charged but didnt confirm the transaction,47,8,Monday,23
214,2026-06-06 08:09:05.867152,Can I upgrade to the enterprise plan?,Billing,Medium,Neutral,Customer_8159,7,can i upgrade to the enterprise plan?,37,7,Saturday,8
215,2026-06-26 04:09:05.867152,Can you help me configure LDAP authentication?,Technical Support,Medium,Negative,Customer_9151,7,can you help me configure ldap authentication?,46,7,Friday,4
216,2026-06-18 00:09:05.867152,Why was I charged twice this month? This is urgent!,Billing,Critical,Negative,Customer_3956,10,why was i charged twice this month? this is urgent!,51,10,Thursday,0
217,2026-06-22 05:09:05.867152,Can you update my billing address?,Account,Low,Positive,Customer_7981,6,can you update my billing address?,34,6,Monday,5
218,2026-06-12 06:09:05.867152,Can we add dark mode to the platform? Been waiting 3 days.,Feature Request,Medium,Neutral,Customer_5498,12,can we add dark mode to the platform? been waiting 3 days,57,12,Friday,6
219,2026-06-19 08:09:05.867152,Just wanted to say thanks for great support!,Other,Critical,Negative,Customer_9406,8,just wanted to say thanks for great support!,44,8,Friday,8
220,2026-06-30 15:09:05.867152,Your platform has transformed our workflow. Please help ASAP.,Other,Medium,Negative,Customer_2101,9,your platform has transformed our workflow please help asap,59,9,Tuesday,15
221,2026-06-12 15:09:05.867152,We need API access for custom integrations. This is urgent!,Feature Request,High,Neutral,Customer_8371,10,we need api access for custom integrations this is urgent!,58,10,Friday,15
222,2026-06-20 07:09:05.867152,I was charged but didn't confirm the transaction.,Billing,Medium,Neutral,Customer_6150,8,i was charged but didnt confirm the transaction,47,8,Saturday,7
223,2026-06-15 07:09:05.867152,Just wanted to say thanks for great support! Please help ASAP.,Other,Low,Negative,Customer_2929,11,just wanted to say thanks for great support! please help asap,61,11,Monday,7
224,2026-06-09 04:09:05.867152,I need an invoice for my payment on July 1st. Been waiting 3 days.,Billing,High,Negative,Customer_4279,14,i need an invoice for my payment on july 1st been waiting 3 days,64,14,Tuesday,4
225,2026-06-28 22:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken. Please help ASAP.",Bug,Medium,Positive,Customer_6236,11,dashboard widgets not loading tried refreshing still broken please help asap,76,11,Sunday,22
226,2026-06-22 14:09:05.868157,Can you recommend best practices for scaling?,Other,Low,Positive,Customer_3852,7,can you recommend best practices for scaling?,45,7,Monday,14
227,2026-06-06 04:09:05.868157,I need an invoice for my payment on July 1st. Thanks in advance.,Billing,Medium,Positive,Customer_1430,13,i need an invoice for my payment on july 1st thanks in advance,62,13,Saturday,4
228,2026-06-03 17:09:05.868157,I was charged but didn't confirm the transaction.,Billing,Medium,Neutral,Customer_2077,8,i was charged but didnt confirm the transaction,47,8,Wednesday,17
229,2026-06-07 06:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_2208,6,do you offer annual subscription discounts?,43,6,Sunday,6
230,2026-06-15 08:09:05.868157,We need API access for custom integrations.,Feature Request,Critical,Negative,Customer_3102,7,we need api access for custom integrations,42,7,Monday,8
231,2026-06-02 18:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Positive,Customer_3034,7,i forgot my password please reset it,36,7,Tuesday,18
232,2026-06-20 03:09:05.868157,Can you update my billing address? Thanks in advance.,Account,Low,Positive,Customer_5653,9,can you update my billing address? thanks in advance,52,9,Saturday,3
233,2026-06-11 10:09:05.868157,Search function returns no results even though records exist.,Bug,Medium,Neutral,Customer_9740,9,search function returns no results even though records exist,60,9,Thursday,10
234,2026-06-10 00:09:05.868157,Search function returns no results even though records exist.,Bug,High,Neutral,Customer_6531,9,search function returns no results even though records exist,60,9,Wednesday,0
235,2026-06-11 01:09:05.868157,How do I change my email address?,Account,Low,Negative,Customer_5336,7,how do i change my email address?,33,7,Thursday,1
236,2026-06-15 23:09:05.868157,Can you recommend best practices for scaling?,Other,Low,Neutral,Customer_9938,7,can you recommend best practices for scaling?,45,7,Monday,23
237,2026-06-22 05:09:05.868157,I need an invoice for my payment on July 1st. Please help ASAP.,Billing,Medium,Neutral,Customer_2195,13,i need an invoice for my payment on july 1st please help asap,61,13,Monday,5
238,2026-06-21 00:09:05.868157,Is there a community forum?,Other,Low,Neutral,Customer_3353,5,is there a community forum?,27,5,Sunday,0
239,2026-06-07 08:09:05.868157,Can I upgrade to the enterprise plan? Thanks in advance.,Billing,High,Neutral,Customer_9437,10,can i upgrade to the enterprise plan? thanks in advance,55,10,Sunday,8
240,2026-06-24 15:09:05.868157,How do I change my email address?,Account,Low,Positive,Customer_2586,7,how do i change my email address?,33,7,Wednesday,15
241,2026-06-01 14:09:05.868157,Search function returns no results even though records exist.,Bug,Medium,Neutral,Customer_6364,9,search function returns no results even though records exist,60,9,Monday,14
242,2026-06-15 05:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Positive,Customer_9171,7,i forgot my password please reset it,36,7,Monday,5
243,2026-06-01 12:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Positive,Customer_4524,6,do you offer annual subscription discounts?,43,6,Monday,12
244,2026-06-04 23:09:05.868157,How do I delete my account?,Account,Low,Positive,Customer_8710,6,how do i delete my account?,27,6,Thursday,23
245,2026-06-22 20:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Negative,Customer_6992,6,do you offer annual subscription discounts?,43,6,Monday,20
246,2026-06-20 02:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_5728,6,how do i backup my data?,24,6,Saturday,2
247,2026-06-11 22:09:05.868157,Search function returns no results even though records exist.,Bug,Medium,Neutral,Customer_2946,9,search function returns no results even though records exist,60,9,Thursday,22
248,2026-06-20 15:09:05.868157,Please add bulk edit functionality for records.,Feature Request,Critical,Negative,Customer_4261,7,please add bulk edit functionality for records,46,7,Saturday,15
249,2026-06-09 09:09:05.868157,How do I change my email address?,Account,Medium,Neutral,Customer_8761,7,how do i change my email address?,33,7,Tuesday,9
250,2026-06-02 00:09:05.868157,I need to add team members to my workspace.,Account,Medium,Neutral,Customer_6218,9,i need to add team members to my workspace,42,9,Tuesday,0
251,2026-06-15 03:09:05.868157,Please add bulk edit functionality for records.,Feature Request,Low,Neutral,Customer_9721,7,please add bulk edit functionality for records,46,7,Monday,3
252,2026-06-10 16:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Positive,Customer_7824,9,how do i connect my database to the platform?,45,9,Wednesday,16
253,2026-06-22 23:09:05.868157,How do I change my email address?,Account,Low,Negative,Customer_4728,7,how do i change my email address?,33,7,Monday,23
254,2026-06-12 07:09:05.868157,Can you recommend best practices for scaling?,Other,Low,Neutral,Customer_3421,7,can you recommend best practices for scaling?,45,7,Friday,7
255,2026-06-17 09:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Neutral,Customer_7861,8,just wanted to say thanks for great support!,44,8,Wednesday,9
256,2026-06-03 20:09:05.868157,Can you implement two-factor authentication? Please help ASAP.,Feature Request,Medium,Positive,Customer_2020,8,can you implement twofactor authentication? please help asap,60,8,Wednesday,20
257,2026-06-15 07:09:05.868157,Question about your roadmap priorities. Please help ASAP.,Other,Low,Positive,Customer_6140,8,question about your roadmap priorities please help asap,55,8,Monday,7
258,2026-06-06 20:09:05.868157,Can you implement two-factor authentication?,Feature Request,Medium,Neutral,Customer_5331,5,can you implement twofactor authentication?,43,5,Saturday,20
259,2026-06-24 10:09:05.868157,Can you update my billing address?,Account,Medium,Negative,Customer_5735,6,can you update my billing address?,34,6,Wednesday,10
260,2026-06-13 20:09:05.868157,Question about your roadmap priorities.,Other,Low,Neutral,Customer_5480,5,question about your roadmap priorities,38,5,Saturday,20
261,2026-06-05 08:09:05.868157,Do you offer annual subscription discounts? Please help ASAP.,Billing,Low,Neutral,Customer_3399,9,do you offer annual subscription discounts? please help asap,60,9,Friday,8
262,2026-06-16 23:09:05.868157,Why was I charged twice this month?,Billing,Low,Negative,Customer_5201,7,why was i charged twice this month?,35,7,Tuesday,23
263,2026-06-13 21:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_5450,7,can you recommend best practices for scaling?,45,7,Saturday,21
264,2026-06-10 03:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Low,Neutral,Customer_4697,9,would love to see integration with slack for notifications,58,9,Wednesday,3
265,2026-06-10 15:09:05.868157,Question about your roadmap priorities. This is urgent!,Other,Low,Positive,Customer_1084,8,question about your roadmap priorities this is urgent!,54,8,Wednesday,15
266,2026-06-25 10:09:05.868157,How do I delete my account?,Account,Critical,Neutral,Customer_6262,6,how do i delete my account?,27,6,Thursday,10
267,2026-06-24 02:09:05.868157,Why was I charged twice this month?,Billing,Medium,Negative,Customer_1611,7,why was i charged twice this month?,35,7,Wednesday,2
268,2026-06-06 04:09:05.868157,Can we add dark mode to the platform? Please help ASAP.,Feature Request,Medium,Negative,Customer_4052,11,can we add dark mode to the platform? please help asap,54,11,Saturday,4
269,2026-06-13 00:09:05.868157,Just wanted to say thanks for great support!,Other,Critical,Negative,Customer_2758,8,just wanted to say thanks for great support!,44,8,Saturday,0
270,2026-06-03 15:09:05.868157,I was charged but didn't confirm the transaction.,Billing,Medium,Negative,Customer_9261,8,i was charged but didnt confirm the transaction,47,8,Wednesday,15
271,2026-06-16 23:09:05.868157,How do I reset my API key?,Technical Support,Low,Negative,Customer_5215,7,how do i reset my api key?,26,7,Tuesday,23
272,2026-06-07 13:09:05.868157,Question about your roadmap priorities.,Other,Low,Neutral,Customer_3875,5,question about your roadmap priorities,38,5,Sunday,13
273,2026-06-29 07:09:05.868157,How do I delete my account?,Account,High,Negative,Customer_2562,6,how do i delete my account?,27,6,Monday,7
274,2026-06-19 12:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Critical,Negative,Customer_8319,9,would love to see integration with slack for notifications,58,9,Friday,12
275,2026-06-11 08:09:05.868157,I was charged but didn't confirm the transaction.,Billing,Critical,Negative,Customer_4871,8,i was charged but didnt confirm the transaction,47,8,Thursday,8
276,2026-06-14 21:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_6095,8,dashboard widgets not loading tried refreshing still broken,59,8,Sunday,21
277,2026-06-24 12:09:05.868157,Question about your roadmap priorities.,Other,Low,Negative,Customer_3188,5,question about your roadmap priorities,38,5,Wednesday,12
278,2026-06-09 02:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_8714,6,how do i backup my data?,24,6,Tuesday,2
279,2026-06-12 17:09:05.868157,"I forgot my password, please reset it.",Account,High,Negative,Customer_9609,7,i forgot my password please reset it,36,7,Friday,17
280,2026-06-05 02:09:05.868157,How do I backup my data?,Technical Support,Medium,Neutral,Customer_9281,6,how do i backup my data?,24,6,Friday,2
281,2026-06-27 22:09:05.868157,Please add bulk edit functionality for records. Please help ASAP.,Feature Request,Medium,Positive,Customer_4365,10,please add bulk edit functionality for records please help asap,63,10,Saturday,22
282,2026-06-30 05:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_3161,7,can you recommend best practices for scaling?,45,7,Tuesday,5
283,2026-06-06 10:09:05.868157,I need to add team members to my workspace.,Account,Medium,Neutral,Customer_1356,9,i need to add team members to my workspace,42,9,Saturday,10
284,2026-06-30 06:09:05.868157,What's the maximum file size I can upload?,Technical Support,Low,Positive,Customer_6644,8,whats the maximum file size i can upload?,41,8,Tuesday,6
285,2026-06-30 10:09:05.868157,Just wanted to say thanks for great support! Please help ASAP.,Other,Low,Negative,Customer_7698,11,just wanted to say thanks for great support! please help asap,61,11,Tuesday,10
286,2026-06-03 07:09:05.868157,We need API access for custom integrations.,Feature Request,High,Negative,Customer_8348,7,we need api access for custom integrations,42,7,Wednesday,7
287,2026-06-04 08:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_2943,6,how do i backup my data?,24,6,Thursday,8
288,2026-06-05 19:09:05.868157,Would love to see integration with Slack for notifications. Thanks in advance.,Feature Request,Critical,Negative,Customer_1372,12,would love to see integration with slack for notifications thanks in advance,76,12,Friday,19
289,2026-06-05 12:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_5055,6,do you offer annual subscription discounts?,43,6,Friday,12
290,2026-06-10 06:09:05.868157,How do I connect my database to the platform?,Technical Support,Low,Positive,Customer_1256,9,how do i connect my database to the platform?,45,9,Wednesday,6
291,2026-06-09 21:09:05.868157,Can we add dark mode to the platform?,Feature Request,Low,Positive,Customer_1797,8,can we add dark mode to the platform?,37,8,Tuesday,21
292,2026-06-07 18:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_3295,9,would love to see integration with slack for notifications,58,9,Sunday,18
293,2026-06-11 22:09:05.868157,I need to add team members to my workspace.,Account,Critical,Negative,Customer_6253,9,i need to add team members to my workspace,42,9,Thursday,22
294,2026-06-22 11:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_1998,5,can you implement twofactor authentication?,43,5,Monday,11
295,2026-06-18 02:09:05.868157,"I forgot my password, please reset it.",Account,Critical,Negative,Customer_9120,7,i forgot my password please reset it,36,7,Thursday,2
296,2026-06-09 06:09:05.868157,Mobile app freezes when uploading files larger than 50MB. Been waiting 3 days.,Bug,Critical,Negative,Customer_7688,13,mobile app freezes when uploading files larger than 50mb been waiting 3 days,76,13,Tuesday,6
297,2026-06-04 12:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_5927,5,can you implement twofactor authentication?,43,5,Thursday,12
298,2026-06-01 06:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Neutral,Customer_9683,8,just wanted to say thanks for great support!,44,8,Monday,6
299,2026-06-02 05:09:05.868157,Please add bulk edit functionality for records.,Feature Request,Low,Positive,Customer_7079,7,please add bulk edit functionality for records,46,7,Tuesday,5
300,2026-06-10 00:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,High,Negative,Customer_1647,11,cannot login to my account getting 500 error on login page,58,11,Wednesday,0
301,2026-06-25 09:09:05.868157,Search function returns no results even though records exist.,Bug,Medium,Neutral,Customer_5967,9,search function returns no results even though records exist,60,9,Thursday,9
302,2026-06-02 12:09:05.868157,Cannot login to my account. Getting 500 error on login page. Please help ASAP.,Bug,Medium,Positive,Customer_4350,14,cannot login to my account getting 500 error on login page please help asap,75,14,Tuesday,12
303,2026-06-13 23:09:05.868157,How do I reset my API key?,Technical Support,Critical,Negative,Customer_6886,7,how do i reset my api key?,26,7,Saturday,23
304,2026-06-05 20:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_8692,6,do you offer annual subscription discounts?,43,6,Friday,20
305,2026-06-04 12:09:05.868157,Do you offer annual subscription discounts?,Billing,Critical,Negative,Customer_3390,6,do you offer annual subscription discounts?,43,6,Thursday,12
306,2026-06-27 13:09:05.868157,Search function returns no results even though records exist. Been waiting 3 days.,Bug,Medium,Negative,Customer_6404,13,search function returns no results even though records exist been waiting 3 days,80,13,Saturday,13
307,2026-05-31 22:09:05.868157,We need API access for custom integrations.,Feature Request,Low,Negative,Customer_6530,7,we need api access for custom integrations,42,7,Sunday,22
308,2026-06-08 08:09:05.868157,Do you offer annual subscription discounts?,Billing,High,Negative,Customer_3773,6,do you offer annual subscription discounts?,43,6,Monday,8
309,2026-06-15 18:09:05.868157,Can you implement two-factor authentication? This is urgent!,Feature Request,Medium,Neutral,Customer_2217,8,can you implement twofactor authentication? this is urgent!,59,8,Monday,18
310,2026-06-28 21:09:05.868157,Your platform has transformed our workflow. Thanks in advance.,Other,Low,Positive,Customer_3474,9,your platform has transformed our workflow thanks in advance,60,9,Sunday,21
311,2026-06-10 00:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Neutral,Customer_8916,11,cannot login to my account getting 500 error on login page,58,11,Wednesday,0
312,2026-07-01 03:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_5501,7,can you recommend best practices for scaling?,45,7,Wednesday,3
313,2026-06-28 16:09:05.868157,How do I delete my account? Thanks in advance.,Account,Critical,Positive,Customer_9591,9,how do i delete my account? thanks in advance,45,9,Sunday,16
314,2026-06-06 07:09:05.868157,Please add bulk edit functionality for records. Been waiting 3 days.,Feature Request,Low,Neutral,Customer_2294,11,please add bulk edit functionality for records been waiting 3 days,66,11,Saturday,7
315,2026-06-21 22:09:05.868157,I need an invoice for my payment on July 1st. Thanks in advance.,Billing,Critical,Negative,Customer_2320,13,i need an invoice for my payment on july 1st thanks in advance,62,13,Sunday,22
316,2026-06-19 07:09:05.868157,Just wanted to say thanks for great support!,Other,Critical,Negative,Customer_8798,8,just wanted to say thanks for great support!,44,8,Friday,7
317,2026-06-17 23:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,High,Negative,Customer_6427,11,cannot login to my account getting 500 error on login page,58,11,Wednesday,23
318,2026-06-24 21:09:05.868157,I need to add team members to my workspace. Thanks in advance.,Account,Critical,Negative,Customer_8790,12,i need to add team members to my workspace thanks in advance,60,12,Wednesday,21
319,2026-06-10 18:09:05.868157,Can I upgrade to the enterprise plan? Losing money on this.,Billing,Low,Positive,Customer_3938,11,can i upgrade to the enterprise plan? losing money on this,58,11,Wednesday,18
320,2026-06-02 17:09:05.868157,I need an invoice for my payment on July 1st. Please help ASAP.,Billing,Low,Positive,Customer_5903,13,i need an invoice for my payment on july 1st please help asap,61,13,Tuesday,17
321,2026-06-14 09:09:05.868157,We need API access for custom integrations.,Feature Request,Medium,Neutral,Customer_7288,7,we need api access for custom integrations,42,7,Sunday,9
322,2026-06-20 18:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Negative,Customer_2600,8,just wanted to say thanks for great support!,44,8,Saturday,18
323,2026-06-19 09:09:05.868157,How do I backup my data? Losing money on this.,Technical Support,Low,Positive,Customer_1485,10,how do i backup my data? losing money on this,45,10,Friday,9
324,2026-06-14 07:09:05.868157,Is there a community forum?,Other,Low,Negative,Customer_8075,5,is there a community forum?,27,5,Sunday,7
325,2026-06-06 12:09:05.868157,Can we add dark mode to the platform? Been waiting 3 days.,Feature Request,Medium,Neutral,Customer_2204,12,can we add dark mode to the platform? been waiting 3 days,57,12,Saturday,12
326,2026-06-20 16:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken. Been waiting 3 days.",Bug,Medium,Neutral,Customer_2499,12,dashboard widgets not loading tried refreshing still broken been waiting 3 days,79,12,Saturday,16
327,2026-06-29 14:09:05.868157,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Critical,Negative,Customer_8061,12,export to csv feature crashes when i select more than 1000 rows,63,12,Monday,14
328,2026-06-20 02:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_2524,9,how do i connect my database to the platform?,45,9,Saturday,2
329,2026-06-18 07:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_2387,6,how do i delete my account?,27,6,Thursday,7
330,2026-06-25 22:09:05.868157,Your platform has transformed our workflow.,Other,Critical,Negative,Customer_7237,6,your platform has transformed our workflow,42,6,Thursday,22
331,2026-06-26 06:09:05.868157,We need API access for custom integrations.,Feature Request,Low,Neutral,Customer_5521,7,we need api access for custom integrations,42,7,Friday,6
332,2026-06-23 20:09:05.868157,How do I reset my API key?,Technical Support,Low,Neutral,Customer_9123,7,how do i reset my api key?,26,7,Tuesday,20
333,2026-06-01 07:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_6443,7,i forgot my password please reset it,36,7,Monday,7
334,2026-06-04 23:09:05.868157,How do I delete my account?,Account,Low,Negative,Customer_3230,6,how do i delete my account?,27,6,Thursday,23
335,2026-06-26 07:09:05.868157,I need an invoice for my payment on July 1st.,Billing,Medium,Negative,Customer_6228,10,i need an invoice for my payment on july 1st,44,10,Friday,7
336,2026-06-19 11:09:05.868157,I was charged but didn't confirm the transaction. Been waiting 3 days.,Billing,High,Negative,Customer_7437,12,i was charged but didnt confirm the transaction been waiting 3 days,67,12,Friday,11
337,2026-06-10 02:09:05.868157,I was charged but didn't confirm the transaction. Thanks in advance.,Billing,Low,Neutral,Customer_1440,11,i was charged but didnt confirm the transaction thanks in advance,65,11,Wednesday,2
338,2026-06-05 06:09:05.868157,Is there a community forum? This is urgent!,Other,Medium,Neutral,Customer_9180,8,is there a community forum? this is urgent!,43,8,Friday,6
339,2026-06-29 05:09:05.868157,Would love to see integration with Slack for notifications. Please help ASAP.,Feature Request,Medium,Positive,Customer_8851,12,would love to see integration with slack for notifications please help asap,75,12,Monday,5
