ticket_id,created_at,description,true_category,true_priority,true_sentiment,customer_name,ticket_length
250,2026-06-02T00:09:05.868157,I need to add team members to my workspace.,Account,Medium,Neutral,Customer_6218,9
251,2026-06-15T03:09:05.868157,Please add bulk edit functionality for records.,Feature Request,Low,Neutral,Customer_9721,7
252,2026-06-10T16:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Positive,Customer_7824,9
253,2026-06-22T23:09:05.868157,How do I change my email address?,Account,Low,Negative,Customer_4728,7
254,2026-06-12T07:09:05.868157,Can you recommend best practices for scaling?,Other,Low,Neutral,Customer_3421,7
255,2026-06-17T09:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Neutral,Customer_7861,8
256,2026-06-03T20:09:05.868157,Can you implement two-factor authentication? Please help ASAP.,Feature Request,Medium,Positive,Customer_2020,8
257,2026-06-15T07:09:05.868157,Question about your roadmap priorities. Please help ASAP.,Other,Low,Positive,Customer_6140,8
258,2026-06-06T20:09:05.868157,Can you implement two-factor authentication?,Feature Request,Medium,Neutral,Customer_5331,5
259,2026-06-24T10:09:05.868157,Can you update my billing address?,Account,Medium,Negative,Customer_5735,6
260,2026-06-13T20:09:05.868157,Question about your roadmap priorities.,Other,Low,Neutral,Customer_5480,5
261,2026-06-05T08:09:05.868157,Do you offer annual subscription discounts? Please help ASAP.,Billing,Low,Neutral,Customer_3399,9
262,2026-06-16T23:09:05.868157,Why was I charged twice this month?,Billing,Low,Negative,Customer_5201,7
263,2026-06-13T21:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_5450,7
264,2026-06-10T03:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Low,Neutral,Customer_4697,9
265,2026-06-10T15:09:05.868157,Question about your roadmap priorities. This is urgent!,Other,Low,Positive,Customer_1084,8
266,2026-06-25T10:09:05.868157,How do I delete my account?,Account,Critical,Neutral,Customer_6262,6
267,2026-06-24T02:09:05.868157,Why was I charged twice this month?,Billing,Medium,Negative,Customer_1611,7
268,2026-06-06T04:09:05.868157,Can we add dark mode to the platform? Please help ASAP.,Feature Request,Medium,Negative,Customer_4052,11
269,2026-06-13T00:09:05.868157,Just wanted to say thanks for great support!,Other,Critical,Negative,Customer_2758,8
270,2026-06-03T15:09:05.868157,I was charged but didn't confirm the transaction.,Billing,Medium,Negative,Customer_9261,8
271,2026-06-16T23:09:05.868157,How do I reset my API key?,Technical Support,Low,Negative,Customer_5215,7
272,2026-06-07T13:09:05.868157,Question about your roadmap priorities.,Other,Low,Neutral,Customer_3875,5
273,2026-06-29T07:09:05.868157,How do I delete my account?,Account,High,Negative,Customer_2562,6
274,2026-06-19T12:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Critical,Negative,Customer_8319,9
275,2026-06-11T08:09:05.868157,I was charged but didn't confirm the transaction.,Billing,Critical,Negative,Customer_4871,8
276,2026-06-14T21:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_6095,8
277,2026-06-24T12:09:05.868157,Question about your roadmap priorities.,Other,Low,Negative,Customer_3188,5
278,2026-06-09T02:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_8714,6
279,2026-06-12T17:09:05.868157,"I forgot my password, please reset it.",Account,High,Negative,Customer_9609,7
280,2026-06-05T02:09:05.868157,How do I backup my data?,Technical Support,Medium,Neutral,Customer_9281,6
281,2026-06-27T22:09:05.868157,Please add bulk edit functionality for records. Please help ASAP.,Feature Request,Medium,Positive,Customer_4365,10
282,2026-06-30T05:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_3161,7
283,2026-06-06T10:09:05.868157,I need to add team members to my workspace.,Account,Medium,Neutral,Customer_1356,9
284,2026-06-30T06:09:05.868157,What's the maximum file size I can upload?,Technical Support,Low,Positive,Customer_6644,8
285,2026-06-30T10:09:05.868157,Just wanted to say thanks for great support! Please help ASAP.,Other,Low,Negative,Customer_7698,11
286,2026-06-03T07:09:05.868157,We need API access for custom integrations.,Feature Request,High,Negative,Customer_8348,7
287,2026-06-04T08:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_2943,6
288,2026-06-05T19:09:05.868157,Would love to see integration with Slack for notifications. Thanks in advance.,Feature Request,Critical,Negative,Customer_1372,12
289,2026-06-05T12:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_5055,6
290,2026-06-10T06:09:05.868157,How do I connect my database to the platform?,Technical Support,Low,Positive,Customer_1256,9
291,2026-06-09T21:09:05.868157,Can we add dark mode to the platform?,Feature Request,Low,Positive,Customer_1797,8
292,2026-06-07T18:09:05.868157,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_3295,9
293,2026-06-11T22:09:05.868157,I need to add team members to my workspace.,Account,Critical,Negative,Customer_6253,9
294,2026-06-22T11:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_1998,5
295,2026-06-18T02:09:05.868157,"I forgot my password, please reset it.",Account,Critical,Negative,Customer_9120,7
296,2026-06-09T06:09:05.868157,Mobile app freezes when uploading files larger than 50MB. Been waiting 3 days.,Bug,Critical,Negative,Customer_7688,13
297,2026-06-04T12:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_5927,5
298,2026-06-01T06:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Neutral,Customer_9683,8
299,2026-06-02T05:09:05.868157,Please add bulk edit functionality for records.,Feature Request,Low,Positive,Customer_7079,7
300,2026-06-10T00:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,High,Negative,Customer_1647,11
301,2026-06-25T09:09:05.868157,Search function returns no results even though records exist.,Bug,Medium,Neutral,Customer_5967,9
302,2026-06-02T12:09:05.868157,Cannot login to my account. Getting 500 error on login page. Please help ASAP.,Bug,Medium,Positive,Customer_4350,14
303,2026-06-13T23:09:05.868157,How do I reset my API key?,Technical Support,Critical,Negative,Customer_6886,7
304,2026-06-05T20:09:05.868157,Do you offer annual subscription discounts?,Billing,Medium,Neutral,Customer_8692,6
305,2026-06-04T12:09:05.868157,Do you offer annual subscription discounts?,Billing,Critical,Negative,Customer_3390,6
306,2026-06-27T13:09:05.868157,Search function returns no results even though records exist. Been waiting 3 days.,Bug,Medium,Negative,Customer_6404,13
307,2026-05-31T22:09:05.868157,We need API access for custom integrations.,Feature Request,Low,Negative,Customer_6530,7
308,2026-06-08T08:09:05.868157,Do you offer annual subscription discounts?,Billing,High,Negative,Customer_3773,6
309,2026-06-15T18:09:05.868157,Can you implement two-factor authentication? This is urgent!,Feature Request,Medium,Neutral,Customer_2217,8
310,2026-06-28T21:09:05.868157,Your platform has transformed our workflow. Thanks in advance.,Other,Low,Positive,Customer_3474,9
311,2026-06-10T00:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Neutral,Customer_8916,11
312,2026-07-01T03:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_5501,7
313,2026-06-28T16:09:05.868157,How do I delete my account? Thanks in advance.,Account,Critical,Positive,Customer_9591,9
314,2026-06-06T07:09:05.868157,Please add bulk edit functionality for records. Been waiting 3 days.,Feature Request,Low,Neutral,Customer_2294,11
315,2026-06-21T22:09:05.868157,I need an invoice for my payment on July 1st. Thanks in advance.,Billing,Critical,Negative,Customer_2320,13
316,2026-06-19T07:09:05.868157,Just wanted to say thanks for great support!,Other,Critical,Negative,Customer_8798,8
317,2026-06-17T23:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,High,Negative,Customer_6427,11
318,2026-06-24T21:09:05.868157,I need to add team members to my workspace. Thanks in advance.,Account,Critical,Negative,Customer_8790,12
319,2026-06-10T18:09:05.868157,Can I upgrade to the enterprise plan? Losing money on this.,Billing,Low,Positive,Customer_3938,11
320,2026-06-02T17:09:05.868157,I need an invoice for my payment on July 1st. Please help ASAP.,Billing,Low,Positive,Customer_5903,13
321,2026-06-14T09:09:05.868157,We need API access for custom integrations.,Feature Request,Medium,Neutral,Customer_7288,7
322,2026-06-20T18:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Negative,Customer_2600,8
323,2026-06-19T09:09:05.868157,How do I backup my data? Losing money on this.,Technical Support,Low,Positive,Customer_1485,10
324,2026-06-14T07:09:05.868157,Is there a community forum?,Other,Low,Negative,Customer_8075,5
325,2026-06-06T12:09:05.868157,Can we add dark mode to the platform? Been waiting 3 days.,Feature Request,Medium,Neutral,Customer_2204,12
326,2026-06-20T16:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken. Been waiting 3 days.",Bug,Medium,Neutral,Customer_2499,12
327,2026-06-29T14:09:05.868157,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Critical,Negative,Customer_8061,12
328,2026-06-20T02:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_2524,9
329,2026-06-18T07:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_2387,6
330,2026-06-25T22:09:05.868157,Your platform has transformed our workflow.,Other,Critical,Negative,Customer_7237,6
331,2026-06-26T06:09:05.868157,We need API access for custom integrations.,Feature Request,Low,Neutral,Customer_5521,7
332,2026-06-23T20:09:05.868157,How do I reset my API key?,Technical Support,Low,Neutral,Customer_9123,7
333,2026-06-01T07:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_6443,7
334,2026-06-04T23:09:05.868157,How do I delete my account?,Account,Low,Negative,Customer_3230,6
335,2026-06-26T07:09:05.868157,I need an invoice for my payment on July 1st.,Billing,Medium,Negative,Customer_6228,10
336,2026-06-19T11:09:05.868157,I was charged but didn't confirm the transaction. Been waiting 3 days.,Billing,High,Negative,Customer_7437,12
337,2026-06-10T02:09:05.868157,I was charged but didn't confirm the transaction. Thanks in advance.,Billing,Low,Neutral,Customer_1440,11
338,2026-06-05T06:09:05.868157,Is there a community forum? This is urgent!,Other,Medium,Neutral,Customer_9180,8
339,2026-06-29T05:09:05.868157,Would love to see integration with Slack for notifications. Please help ASAP.,Feature Request,Medium,Positive,Customer_8851,12
340,2026-06-06T08:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_9796,6
341,2026-06-20T14:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Positive,Customer_1725,7
342,2026-06-01T06:09:05.868157,How do I delete my account? Been waiting 3 days.,Account,Critical,Negative,Customer_2735,10
343,2026-06-09T01:09:05.868157,Search function returns no results even though records exist.,Bug,Low,Positive,Customer_4621,9
344,2026-06-27T08:09:05.868157,How do I backup my data?,Technical Support,Low,Neutral,Customer_1402,6
345,2026-05-31T20:09:05.868157,How do I connect my database to the platform?,Technical Support,Low,Neutral,Customer_3321,9
346,2026-06-20T04:09:05.868157,I need an invoice for my payment on July 1st.,Billing,Medium,Neutral,Customer_2599,10
347,2026-06-05T21:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_2885,9
348,2026-06-15T14:09:05.868157,"Dashboard widgets not loading. Tried refreshing, still broken. Thanks in advance.",Bug,Critical,Negative,Customer_3623,11
349,2026-06-25T23:09:05.868157,I need an invoice for my payment on July 1st. Thanks in advance.,Billing,Medium,Negative,Customer_8080,13
350,2026-06-18T07:09:05.868157,What's the maximum file size I can upload?,Technical Support,Low,Neutral,Customer_1072,8
351,2026-06-06T02:09:05.868157,Just wanted to say thanks for great support!,Other,Low,Positive,Customer_4063,8
352,2026-06-16T03:09:05.868157,Can I upgrade to the enterprise plan?,Billing,Medium,Neutral,Customer_6134,7
353,2026-06-04T05:09:05.868157,How do I change my email address?,Account,Low,Neutral,Customer_3826,7
354,2026-06-10T15:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Positive,Customer_6131,7
355,2026-06-15T07:09:05.868157,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Positive,Customer_7852,12
356,2026-06-13T21:09:05.868157,"I forgot my password, please reset it.",Account,Low,Neutral,Customer_3838,7
357,2026-06-17T00:09:05.868157,"I forgot my password, please reset it.",Account,Low,Positive,Customer_1878,7
358,2026-06-14T23:09:05.868157,I need an invoice for my payment on July 1st. Losing money on this.,Billing,Critical,Negative,Customer_9109,14
359,2026-06-29T01:09:05.868157,Can you help me configure LDAP authentication?,Technical Support,Medium,Neutral,Customer_1505,7
360,2026-06-07T05:09:05.868157,Can you implement two-factor authentication?,Feature Request,Low,Positive,Customer_9115,5
361,2026-06-14T18:09:05.868157,Can you update my billing address? Been waiting 3 days.,Account,Medium,Neutral,Customer_8231,10
362,2026-06-30T05:09:05.868157,"I forgot my password, please reset it.",Account,Low,Neutral,Customer_5305,7
363,2026-06-24T20:09:05.868157,Why was I charged twice this month? Thanks in advance.,Billing,High,Positive,Customer_6744,10
364,2026-06-25T13:09:05.868157,Can you recommend best practices for scaling?,Other,Medium,Neutral,Customer_1972,7
365,2026-06-09T10:09:05.868157,I need to add team members to my workspace.,Account,Low,Positive,Customer_5740,9
366,2026-06-07T06:09:05.868157,How do I change my email address?,Account,Low,Negative,Customer_1971,7
367,2026-06-09T09:09:05.868157,I need an invoice for my payment on July 1st.,Billing,High,Neutral,Customer_5055,10
368,2026-06-19T05:09:05.868157,Question about your roadmap priorities.,Other,Low,Positive,Customer_2237,5
369,2026-06-22T21:09:05.868157,Is there a community forum?,Other,High,Negative,Customer_7046,5
370,2026-06-08T05:09:05.868157,How do I connect my database to the platform? This is urgent!,Technical Support,Critical,Negative,Customer_6869,12
371,2026-06-23T09:09:05.868157,Mobile app freezes when uploading files larger than 50MB. Please help ASAP.,Bug,High,Neutral,Customer_5646,12
372,2026-06-30T16:09:05.868157,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Positive,Customer_8529,9
373,2026-06-01T06:09:05.868157,Mobile app freezes when uploading files larger than 50MB.,Bug,Medium,Negative,Customer_4314,9
374,2026-06-02T11:09:05.868157,Question about your roadmap priorities.,Other,Critical,Negative,Customer_2529,5
375,2026-06-11T10:09:05.868157,Your platform has transformed our workflow.,Other,Low,Positive,Customer_4836,6
376,2026-06-29T15:09:05.868157,How do I connect my database to the platform?,Technical Support,Medium,Neutral,Customer_4705,9
377,2026-06-09T15:09:05.868157,Can you update my billing address? Please help ASAP.,Account,Medium,Positive,Customer_8826,9
378,2026-06-20T10:09:05.868157,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Positive,Customer_3246,11
379,2026-06-10T15:09:05.868157,What's the maximum file size I can upload?,Technical Support,High,Negative,Customer_2120,8
380,2026-06-08T13:09:05.868157,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_3480,7
381,2026-06-28T15:09:05.868157,What's the maximum file size I can upload?,Technical Support,Medium,Neutral,Customer_3017,8
382,2026-06-27T12:09:05.868157,How do I delete my account?,Account,Medium,Neutral,Customer_5537,6
383,2026-06-06T21:09:05.870165,Can you recommend best practices for scaling? Been waiting 3 days.,Other,Low,Neutral,Customer_1439,11
384,2026-06-08T07:09:05.870165,Can you recommend best practices for scaling?,Other,High,Neutral,Customer_5842,7
385,2026-06-28T12:09:05.870165,Your platform has transformed our workflow.,Other,Low,Negative,Customer_9185,6
386,2026-06-27T07:09:05.870165,Just wanted to say thanks for great support! Been waiting 3 days.,Other,Medium,Neutral,Customer_7895,12
387,2026-07-01T01:09:05.870165,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Positive,Customer_2106,9
388,2026-06-15T10:09:05.870165,Cannot login to my account. Getting 500 error on login page. Please help ASAP.,Bug,Medium,Positive,Customer_9209,14
389,2026-06-27T11:09:05.870165,How do I backup my data?,Technical Support,Medium,Neutral,Customer_2369,6
390,2026-06-19T01:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Low,Negative,Customer_2083,10
391,2026-06-29T06:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Medium,Neutral,Customer_2900,10
392,2026-06-09T15:09:05.870165,What's the maximum file size I can upload?,Technical Support,Medium,Positive,Customer_1185,8
393,2026-06-26T08:09:05.870165,Can you implement two-factor authentication? Been waiting 3 days.,Feature Request,Medium,Neutral,Customer_3079,9
394,2026-06-21T06:09:05.870165,Just wanted to say thanks for great support! This is urgent!,Other,High,Neutral,Customer_5456,11
395,2026-06-16T05:09:05.870165,I need to add team members to my workspace.,Account,Low,Neutral,Customer_9368,9
396,2026-06-23T16:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Low,Negative,Customer_2889,10
397,2026-06-16T08:09:05.870165,Can we add dark mode to the platform?,Feature Request,Medium,Positive,Customer_7274,8
398,2026-06-01T21:09:05.870165,Can we add dark mode to the platform?,Feature Request,Low,Negative,Customer_7870,8
399,2026-06-29T01:09:05.870165,Please add bulk edit functionality for records.,Feature Request,Low,Neutral,Customer_7108,7
400,2026-06-15T18:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_7568,8
401,2026-06-14T05:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Critical,Negative,Customer_1130,12
402,2026-06-17T08:09:05.870165,Can I upgrade to the enterprise plan? Thanks in advance.,Billing,Medium,Neutral,Customer_9083,10
403,2026-06-02T06:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_1391,9
404,2026-06-06T22:09:05.870165,Can we add dark mode to the platform? This is urgent!,Feature Request,Medium,Neutral,Customer_7164,11
405,2026-06-16T18:09:05.870165,Can you recommend best practices for scaling? Please help ASAP.,Other,Medium,Positive,Customer_3332,10
406,2026-06-17T21:09:05.870165,Your platform has transformed our workflow. Losing money on this.,Other,Low,Positive,Customer_7102,10
407,2026-06-11T07:09:05.870165,How do I connect my database to the platform?,Technical Support,Critical,Neutral,Customer_2226,9
408,2026-06-23T09:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_7438,7
409,2026-06-29T13:09:05.870165,Is there a community forum?,Other,High,Neutral,Customer_3230,5
410,2026-06-18T16:09:05.870165,How do I delete my account?,Account,Low,Positive,Customer_9780,6
411,2026-06-04T16:09:05.870165,Can I upgrade to the enterprise plan?,Billing,Critical,Negative,Customer_2481,7
412,2026-06-05T09:09:05.870165,Can you implement two-factor authentication?,Feature Request,High,Neutral,Customer_3430,5
413,2026-06-10T10:09:05.870165,Mobile app freezes when uploading files larger than 50MB.,Bug,High,Negative,Customer_5262,9
414,2026-06-14T12:09:05.870165,We need API access for custom integrations.,Feature Request,Low,Neutral,Customer_2551,7
415,2026-06-05T12:09:05.870165,How do I connect my database to the platform?,Technical Support,Low,Neutral,Customer_3141,9
416,2026-06-23T17:09:05.870165,Can we add dark mode to the platform?,Feature Request,High,Neutral,Customer_1357,8
417,2026-06-04T09:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,Medium,Neutral,Customer_3007,8
418,2026-06-08T07:09:05.870165,Search function returns no results even though records exist.,Bug,Critical,Neutral,Customer_9128,9
419,2026-06-26T11:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Neutral,Customer_5585,12
420,2026-06-11T10:09:05.870165,How do I backup my data?,Technical Support,High,Positive,Customer_9173,6
421,2026-06-27T06:09:05.870165,How do I connect my database to the platform?,Technical Support,High,Negative,Customer_4267,9
422,2026-06-05T21:09:05.870165,Can you recommend best practices for scaling? Please help ASAP.,Other,High,Negative,Customer_6883,10
423,2026-06-19T11:09:05.870165,How do I backup my data?,Technical Support,Medium,Neutral,Customer_3946,6
424,2026-06-16T03:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Positive,Customer_6856,12
425,2026-06-24T11:09:05.870165,How do I change my email address?,Account,Critical,Negative,Customer_9743,7
426,2026-06-06T07:09:05.870165,Your platform has transformed our workflow.,Other,Low,Negative,Customer_6813,6
427,2026-06-08T21:09:05.870165,Please add bulk edit functionality for records. This is urgent!,Feature Request,Low,Neutral,Customer_6761,10
428,2026-06-14T10:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Neutral,Customer_3876,10
429,2026-06-15T04:09:05.870165,How do I backup my data?,Technical Support,Low,Positive,Customer_1011,6
430,2026-06-26T09:09:05.870165,I need an invoice for my payment on July 1st.,Billing,Critical,Negative,Customer_1975,10
431,2026-06-04T08:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Losing money on this.",Bug,Medium,Neutral,Customer_2188,12
432,2026-06-22T09:09:05.870165,I was charged but didn't confirm the transaction.,Billing,High,Negative,Customer_3235,8
433,2026-06-25T21:09:05.870165,We need API access for custom integrations.,Feature Request,Medium,Neutral,Customer_6846,7
434,2026-06-09T10:09:05.870165,We need API access for custom integrations.,Feature Request,Medium,Negative,Customer_3086,7
435,2026-06-07T01:09:05.870165,Can you implement two-factor authentication?,Feature Request,Medium,Negative,Customer_1530,5
436,2026-06-13T16:09:05.870165,Can you implement two-factor authentication?,Feature Request,Medium,Negative,Customer_9129,5
437,2026-06-11T17:09:05.870165,Please add bulk edit functionality for records. Thanks in advance.,Feature Request,Low,Positive,Customer_6500,10
438,2026-06-06T16:09:05.870165,How do I connect my database to the platform?,Technical Support,Low,Positive,Customer_1020,9
439,2026-06-03T07:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Please help ASAP.",Bug,Medium,Neutral,Customer_6754,11
440,2026-06-10T12:09:05.870165,I need to add team members to my workspace.,Account,Low,Negative,Customer_3664,9
441,2026-06-23T16:09:05.870165,How do I reset my API key?,Technical Support,Low,Negative,Customer_2215,7
442,2026-06-03T17:09:05.870165,Why was I charged twice this month?,Billing,Low,Neutral,Customer_6536,7
443,2026-06-11T14:09:05.870165,How do I change my email address?,Account,Critical,Negative,Customer_8113,7
444,2026-06-13T20:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Low,Neutral,Customer_9849,9
445,2026-06-13T02:09:05.870165,Why was I charged twice this month?,Billing,Medium,Positive,Customer_9043,7
446,2026-06-09T23:09:05.870165,Can we add dark mode to the platform?,Feature Request,Low,Positive,Customer_8869,8
447,2026-06-04T16:09:05.870165,Please add bulk edit functionality for records. Please help ASAP.,Feature Request,Low,Positive,Customer_6052,10
448,2026-06-14T07:09:05.870165,How do I reset my API key?,Technical Support,Medium,Negative,Customer_4029,7
449,2026-06-17T05:09:05.870165,Do you offer annual subscription discounts?,Billing,High,Neutral,Customer_5315,6
450,2026-06-28T22:09:05.870165,Would love to see integration with Slack for notifications. This is urgent!,Feature Request,High,Negative,Customer_6632,12
451,2026-06-05T07:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_9561,7
452,2026-06-24T04:09:05.870165,Can you help me configure LDAP authentication?,Technical Support,Critical,Negative,Customer_5896,7
453,2026-06-03T03:09:05.870165,Cannot login to my account. Getting 500 error on login page.,Bug,Medium,Negative,Customer_3415,11
454,2026-06-27T18:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Thanks in advance.",Bug,Critical,Negative,Customer_7936,11
455,2026-06-20T20:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken. Been waiting 3 days.",Bug,Critical,Negative,Customer_2097,12
456,2026-06-17T19:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows. Losing money on this.,Bug,Medium,Neutral,Customer_9561,16
457,2026-06-07T16:09:05.870165,How do I backup my data?,Technical Support,Low,Positive,Customer_2730,6
458,2026-06-23T07:09:05.870165,I need to add team members to my workspace. Please help ASAP.,Account,High,Negative,Customer_8955,12
459,2026-06-12T00:09:05.870165,Can you update my billing address?,Account,Medium,Positive,Customer_7581,6
460,2026-06-16T11:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,Medium,Negative,Customer_7102,8
461,2026-06-15T21:09:05.870165,Export to CSV feature crashes when I select more than 1000 rows.,Bug,Medium,Neutral,Customer_2609,12
462,2026-06-22T20:09:05.870165,We need API access for custom integrations. Been waiting 3 days.,Feature Request,Low,Negative,Customer_7828,11
463,2026-06-08T04:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Positive,Customer_9462,10
464,2026-06-09T03:09:05.870165,I need an invoice for my payment on July 1st.,Billing,High,Negative,Customer_7609,10
465,2026-06-25T13:09:05.870165,Can you implement two-factor authentication?,Feature Request,High,Negative,Customer_1944,5
466,2026-06-20T05:09:05.870165,Please add bulk edit functionality for records. Been waiting 3 days.,Feature Request,Low,Positive,Customer_9275,11
467,2026-06-16T00:09:05.870165,How do I connect my database to the platform?,Technical Support,Medium,Positive,Customer_8308,9
468,2026-06-26T11:09:05.870165,Can you implement two-factor authentication?,Feature Request,Critical,Negative,Customer_2480,5
469,2026-06-04T12:09:05.870165,I was charged but didn't confirm the transaction. Thanks in advance.,Billing,Low,Positive,Customer_4688,11
470,2026-06-06T22:09:05.870165,Can you recommend best practices for scaling?,Other,Low,Neutral,Customer_1145,7
471,2026-06-23T00:09:05.870165,How do I backup my data? Thanks in advance.,Technical Support,Critical,Negative,Customer_6004,9
472,2026-06-17T11:09:05.870165,Is there a community forum? Been waiting 3 days.,Other,Critical,Negative,Customer_4575,9
473,2026-06-28T19:09:05.870165,How do I backup my data?,Technical Support,Low,Neutral,Customer_9380,6
474,2026-06-12T10:09:05.870165,Can you recommend best practices for scaling?,Other,Critical,Negative,Customer_5890,7
475,2026-06-04T11:09:05.870165,Question about your roadmap priorities.,Other,Low,Positive,Customer_5278,5
476,2026-06-15T12:09:05.870165,Question about your roadmap priorities.,Other,Medium,Negative,Customer_1930,5
477,2026-06-22T11:09:05.870165,"I forgot my password, please reset it. Please help ASAP.",Account,Medium,Neutral,Customer_7857,10
478,2026-06-07T21:09:05.870165,How do I backup my data? Been waiting 3 days.,Technical Support,Low,Positive,Customer_4643,10
479,2026-06-04T14:09:05.870165,Question about your roadmap priorities.,Other,Medium,Neutral,Customer_3967,5
480,2026-06-07T14:09:05.870165,Can I upgrade to the enterprise plan? Losing money on this.,Billing,Low,Positive,Customer_6499,11
481,2026-06-03T09:09:05.870165,Question about your roadmap priorities.,Other,Low,Neutral,Customer_7089,5
482,2026-06-03T23:09:05.870165,Why was I charged twice this month?,Billing,Medium,Neutral,Customer_2166,7
483,2026-06-18T18:09:05.870165,Can you help me configure LDAP authentication?,Technical Support,High,Negative,Customer_3470,7
484,2026-06-27T09:09:05.870165,Can you implement two-factor authentication? Please help ASAP.,Feature Request,Critical,Negative,Customer_3954,8
485,2026-06-30T19:09:05.870165,"Dashboard widgets not loading. Tried refreshing, still broken.",Bug,High,Negative,Customer_8406,8
486,2026-06-06T17:09:05.870165,I was charged but didn't confirm the transaction. Please help ASAP.,Billing,Medium,Neutral,Customer_3120,11
487,2026-07-01T18:09:05.870165,How do I delete my account? Please help ASAP.,Account,Medium,Neutral,Customer_9745,9
488,2026-06-25T19:09:05.870165,Please add bulk edit functionality for records. Losing money on this.,Feature Request,Medium,Negative,Customer_1067,11
489,2026-06-28T07:09:05.870165,Question about your roadmap priorities.,Other,Medium,Positive,Customer_9246,5
490,2026-06-22T05:09:05.870165,How do I change my email address?,Account,Low,Positive,Customer_9524,7
491,2026-06-03T04:09:05.870165,"I forgot my password, please reset it.",Account,Medium,Neutral,Customer_6885,7
492,2026-06-23T20:09:05.870165,We need API access for custom integrations.,Feature Request,Low,Negative,Customer_3149,7
493,2026-06-08T23:09:05.870165,Would love to see integration with Slack for notifications.,Feature Request,Medium,Neutral,Customer_1612,9
494,2026-06-12T18:09:05.870165,How do I backup my data?,Technical Support,High,Neutral,Customer_2771,6
495,2026-06-19T16:09:05.870165,Just wanted to say thanks for great support!,Other,High,Positive,Customer_9966,8
496,2026-06-10T16:09:05.870165,Why was I charged twice this month?,Billing,Medium,Positive,Customer_9524,7
497,2026-06-14T20:09:05.870165,Do you offer annual subscription discounts? This is urgent!,Billing,Medium,Neutral,Customer_2928,9
